volume_name;date;id;villain;url
Amazing Spider-Man: Trouble on the Horizon;2012-12-19;345209;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-trouble-on-the-horizon-1-amazin/4000-345209/
The Amazing Spider-Man;2012-12-01;360039;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-695-danger-zone-part-one-wa/4000-360039/
Spider-Men;2012-11-14;368293;Doctor Octopus;http://comicvine.gamespot.com/spider-men-1-hc/4000-368293/
Spider-Men;2012-11-01;357711;Doctor Octopus;http://comicvine.gamespot.com/spider-men-5/4000-357711/
The Amazing Spider-Man;2012-10-15;351057;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-691-no-turning-back-part-4-/4000-351057/
Ultimate Spider-Man Infinite Comic;2012-10-12;441301;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-infinite-comic-1-final-exam/4000-441301/
Deadpool Kills the Marvel Universe;2012-10-01;418286;Doctor Octopus;http://comicvine.gamespot.com/deadpool-kills-the-marvel-universe-1-tpb/4000-418286/
Marvel Zomnibus;2012-10-01;388148;Doctor Octopus;http://comicvine.gamespot.com/marvel-zomnibus-1-hc/4000-388148/
Age of Apocalypse: The X-Terminated;2012-10-01;373091;Doctor Octopus;http://comicvine.gamespot.com/age-of-apocalypse-the-x-terminated-1-tpb/4000-373091/
The Amazing Spider-Man: Lizard - No Turning Back;2012-09-26;370885;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-lizard-no-turning-back-1-tp/4000-370885/
Spider-Man: Revenge of the Sinister Six;2012-09-01;450021;Doctor Octopus;http://comicvine.gamespot.com/spider-man-revenge-of-the-sinister-six-1-hc/4000-450021/
Essential Warlock;2012-08-15;352254;Doctor Octopus;http://comicvine.gamespot.com/essential-warlock-1-volume-1/4000-352254/
The Amazing Spider-Man;2012-08-13;340254;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-687-ends-of-the-earth-part-/4000-340254/
Avenging Spider-Man;2012-08-01;341809;Doctor Octopus;http://comicvine.gamespot.com/avenging-spider-man-8-ends-of-the-earth-epilogue/4000-341809/
The Amazing Spider-Man;2012-07-31;336589;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-686-ends-of-the-earth-part-/4000-336589/
The Amazing Spider-Man;2012-07-31;334214;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-685-ends-of-the-earth-part-/4000-334214/
Spider-Man: Ends of the Earth;2012-07-18;347600;Doctor Octopus;http://comicvine.gamespot.com/spider-man-ends-of-the-earth-1-hc-tpb/4000-347600/
Spider-Man: Return of the Burglar;2012-07-04;345543;Doctor Octopus;http://comicvine.gamespot.com/spider-man-return-of-the-burglar-1-spider-man-retu/4000-345543/
Amazing Spider-Man: Ends of the Earth;2012-07-01;335956;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-ends-of-the-earth-1/4000-335956/
Essential Amazing Spider-Man;2012-06-30;342225;Doctor Octopus;http://comicvine.gamespot.com/essential-amazing-spider-man-11-volume-11/4000-342225/
Cloak and Dagger: Crime and Punishment;2012-06-30;341954;Doctor Octopus;http://comicvine.gamespot.com/cloak-and-dagger-crime-and-punishment-1-hc/4000-341954/
The Amazing Spider-Man;2012-06-18;331858;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-684-ends-of-the-earth-part-/4000-331858/
Ultimate Spider-Man Omnibus;2012-06-13;342230;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-omnibus-1-volume-one/4000-342230/
Amazing Spider-Man: The Graphic Novels;2012-06-13;342227;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-the-graphic-novels-1-amazing-sp/4000-342227/
Amazing Spider-Man: Big Time Ultimate Collection;2012-06-06;341653;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-big-time-ultimate-collection-1-/4000-341653/
The Amazing Spider-Man;2012-06-04;326838;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-683-ends-of-the-earth-part-/4000-326838/
Ultimate Comics Spider-Man by Brian Michael Bendis;2012-06-01;342229;Doctor Octopus;http://comicvine.gamespot.com/ultimate-comics-spider-man-by-brian-michael-bendis/4000-342229/
The Amazing Spider-Man;2012-05-31;322746;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-682-ends-of-the-earth-part-/4000-322746/
Venom: Circle of Four;2012-05-23;341557;Doctor Octopus;http://comicvine.gamespot.com/venom-circle-of-four-1-venom-circle-of-four/4000-341557/
The Amazing Spider-Man;2012-05-07;319360;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-681-the-galaxys-greatest-su/4000-319360/
Amazing Spider-Man: Secret Origins;2012-05-02;341303;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-secret-origins-1-amazing-spider/4000-341303/
Ultimate Spider-Man Premiere Comic;2012-05-01;331874;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-premiere-comic-1/4000-331874/
The Amazing Spider-Man;2012-04-29;317747;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-680-the-galaxys-greatest-su/4000-317747/
Amazing Spider-Man: Flying Blind;2012-04-25;336420;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-flying-blind-1-amazing-spider-m/4000-336420/
Amazing Spider-Man Omnibus;2012-04-18;336183;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-omnibus-2-volume-two/4000-336183/
Untold Tales of Spider-Man Omnibus;2012-04-18;332760;Doctor Octopus;http://comicvine.gamespot.com/untold-tales-of-spider-man-omnibus-1-untold-tales-/4000-332760/
Amazing Spider-Man: Parallel Lives;2012-04-01;339939;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-parallel-lives-1/4000-339939/
Ultimate Comics Spider-Man;2012-04-01;316798;Doctor Octopus;http://comicvine.gamespot.com/ultimate-comics-spider-man-7-meet-the-new-spider-m/4000-316798/
Venom;2012-04-01;316684;Doctor Octopus;http://comicvine.gamespot.com/venom-13-3-circle-of-four-part-4/4000-316684/
Spider-Man & the New Warriors: The Hero Killers;2012-03-27;321790;Doctor Octopus;http://comicvine.gamespot.com/spider-man-and-the-new-warriors-the-hero-killers-1/4000-321790/
Fear Itself: Avengers Academy;2012-03-07;321572;Doctor Octopus;http://comicvine.gamespot.com/fear-itself-avengers-academy-1-hc-tpb/4000-321572/
Spider-Man Fights Substance Abuse;2012-02-22;317024;Doctor Octopus;http://comicvine.gamespot.com/spider-man-fights-substance-abuse-1-spider-man-fig/4000-317024/
Marvel Adventures Spider-Man: Tangled Web;2012-02-22;317022;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-tangled-web-1-marvel-/4000-317022/
Spider-Man: The Next Chapter;2012-02-08;315553;Doctor Octopus;http://comicvine.gamespot.com/spider-man-the-next-chapter-2-volume-two/4000-315553/
Shame Itself;2012-01-31;301055;Doctor Octopus;http://comicvine.gamespot.com/shame-itself-1-chapter-43-the-agenda-objective-dom/4000-301055/
Secret Wars II;2011-12-28;341205;Doctor Octopus;http://comicvine.gamespot.com/secret-wars-ii-1-tpb/4000-341205/
Secret Wars;2011-12-28;341204;Doctor Octopus;http://comicvine.gamespot.com/secret-wars-1-tpb/4000-341204/
Spider-Man: Chapter One;2011-12-21;308170;Doctor Octopus;http://comicvine.gamespot.com/spider-man-chapter-one-1-tpb/4000-308170/
Avengers Academy;2011-12-01;299745;Doctor Octopus;http://comicvine.gamespot.com/avengers-academy-20-endings/4000-299745/
Captain America Corps;2011-11-30;303502;Doctor Octopus;http://comicvine.gamespot.com/captain-america-corps-1-tpb/4000-303502/
Fantastic Four by John Byrne Omnibus;2011-11-09;302181;Doctor Octopus;http://comicvine.gamespot.com/fantastic-four-by-john-byrne-omnibus-1-volume-one/4000-302181/
Marvel Universe vs. Wolverine;2011-11-01;302779;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-vs-wolverine-1-hc-tpb/4000-302779/
Captain America Corps;2011-11-01;293383;Doctor Octopus;http://comicvine.gamespot.com/captain-america-corps-4-assault-on-valhalla/4000-293383/
Spider-Island: Emergence of Evil - Jackal & Hobgoblin;2011-11-01;290910;Doctor Octopus;http://comicvine.gamespot.com/spider-island-emergence-of-evil-jackal-hobgoblin-1/4000-290910/
Spider-Man: Deadly Foes of Spider-Man;2011-10-26;300936;Doctor Octopus;http://comicvine.gamespot.com/spider-man-deadly-foes-of-spider-man-1-spider-man-/4000-300936/
Ultimate Comics Spider-Man: Death of Spider-Man;2011-10-19;297574;Doctor Octopus;http://comicvine.gamespot.com/ultimate-comics-spider-man-death-of-spider-man-1-u/4000-297574/
Amazing Spider-Man: The Return of Anti-Venom;2011-10-05;294315;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-the-return-of-anti-venom-1-amaz/4000-294315/
Marvel Adventures Spider-Man;2011-10-01;288773;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-17-six-to-one-shot-bi/4000-288773/
Spider-Man: The Vengeance of Venom;2011-09-21;293610;Doctor Octopus;http://comicvine.gamespot.com/spider-man-the-vengeance-of-venom-1-spider-man-the/4000-293610/
Evolutionary War Omnibus;2011-09-14;293541;Doctor Octopus;http://comicvine.gamespot.com/evolutionary-war-omnibus-1-evolutionary-war-omnibu/4000-293541/
The Amazing Spider-Man;2011-09-13;278710;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-665-crossroads/4000-278710/
Invincible Iron Man: Unfixable;2011-08-31;293488;Doctor Octopus;http://comicvine.gamespot.com/invincible-iron-man-unfixable-1-invincible-iron-ma/4000-293488/
Green Goblin: A Lighter Shade of Green;2011-08-31;293486;Doctor Octopus;http://comicvine.gamespot.com/green-goblin-a-lighter-shade-of-green-1-green-gobl/4000-293486/
Essential Web of Spider-Man;2011-08-31;293337;Doctor Octopus;http://comicvine.gamespot.com/essential-web-of-spider-man-1-volume-one/4000-293337/
Amazing Spider-Man: The Fantastic Spider-Man;2011-08-31;291033;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-the-fantastic-spider-man-1-hc-t/4000-291033/
Incredible Hulks Annual;2011-08-31;276683;Doctor Octopus;http://comicvine.gamespot.com/incredible-hulks-annual-1-identity-wars-part-3-of-/4000-276683/
Spider-Man: The Next Chapter;2011-08-24;293335;Doctor Octopus;http://comicvine.gamespot.com/spider-man-the-next-chapter-1-volume-one/4000-293335/
Marvel Adventures Spider-Man: Friendly Neighborhood;2011-08-17;292765;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-friendly-neighborhood/4000-292765/
Avengers Academy: Arcade Death Game;2011-08-17;292763;Doctor Octopus;http://comicvine.gamespot.com/avengers-academy-arcade-death-game-1-avengers-acad/4000-292763/
Spider-Man/Hulk/Deadpool: Identity Wars;2011-08-10;291030;Doctor Octopus;http://comicvine.gamespot.com/spider-manhulkdeadpool-identity-wars-1-spider-manh/4000-291030/
The Amazing Spider-Man Omnibus;2011-08-10;289926;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-omnibus-1-david-michelinie-/4000-289926/
The Amazing Spider-Man: The Complete Ben Reilly Epic;2011-07-31;286202;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-the-complete-ben-reilly-epi/4000-286202/
Spider-Man: Am I an Avenger?;2011-07-31;285576;Doctor Octopus;http://comicvine.gamespot.com/spider-man-am-i-an-avenger-1-tpb/4000-285576/
Venom: Flashpoint;2011-07-20;285720;Doctor Octopus;http://comicvine.gamespot.com/venom-flashpoint-1/4000-285720/
The Amazing Spider-Man;2011-07-11;269832;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-660-fantastic-voyage-part-2/4000-269832/
Marvel Adventures Spider-Man;2011-07-01;275019;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-14-the-illusionist/4000-275019/
Ultimate Spider-Man;2011-07-01;270467;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-158-death-of-spider-man-part-t/4000-270467/
Spidey Sunday Spectacular!;2011-07-01;269578;Doctor Octopus;http://comicvine.gamespot.com/spidey-sunday-spectacular-1-spidey-sunday-spectacu/4000-269578/
The Amazing Spider-Man Annual;2011-06-30;267578;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-annual-38-identity-wars-par/4000-267578/
Essential Amazing Spider-Man;2011-06-29;278682;Doctor Octopus;http://comicvine.gamespot.com/essential-amazing-spider-man-10-volume-10/4000-278682/
The Amazing Spider-Man;2011-06-27;269011;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-659-fantastic-voyage-part-1/4000-269011/
Ultimatum Companion;2011-06-15;277577;Doctor Octopus;http://comicvine.gamespot.com/ultimatum-companion-1-ultimatum-companion/4000-277577/
Marvel Universe vs. Wolverine;2011-06-01;276682;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-vs-wolverine-1-part-1-a-fall-of-an/4000-276682/
Ultimate Spider-Man;2011-06-01;268348;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-157-death-of-spider-man-chapte/4000-268348/
Deadpool Team-Up: BFFs;2011-05-31;277202;Doctor Octopus;http://comicvine.gamespot.com/deadpool-team-up-bffs-1-volume-3/4000-277202/
Ultimate Comics Doomsday;2011-05-31;275028;Doctor Octopus;http://comicvine.gamespot.com/ultimate-comics-doomsday-1-hc-tpb/4000-275028/
Amazing Spider-Man: Matters of Life and Death;2011-05-11;274799;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-matters-of-life-and-death-1-ama/4000-274799/
Spider-Man: The Extremist;2011-05-11;274797;Doctor Octopus;http://comicvine.gamespot.com/spider-man-the-extremist-1-spider-man-the-extremis/4000-274797/
Avengers: We are the Avengers;2011-05-11;273569;Doctor Octopus;http://comicvine.gamespot.com/avengers-we-are-the-avengers-1-avengers-we-are-the/4000-273569/
Origins of Marvel Comics;2011-05-11;269984;Doctor Octopus;http://comicvine.gamespot.com/origins-of-marvel-comics-1-tpb/4000-269984/
Spider-Man: You're Hired!;2011-05-01;267435;Doctor Octopus;http://comicvine.gamespot.com/spider-man-youre-hired-1-youre-hired-the-girls-all/4000-267435/
Deadpool Team-Up;2011-05-01;267133;Doctor Octopus;http://comicvine.gamespot.com/deadpool-team-up-883-team-up-finale/4000-267133/
Ultimate Doom;2011-05-01;266507;Doctor Octopus;http://comicvine.gamespot.com/ultimate-doom-4-part-4/4000-266507/
Ultimate Spider-Man;2011-05-01;266487;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-156-death-of-spider-man-chapte/4000-266487/
Invincible Iron Man;2011-05-01;266009;Doctor Octopus;http://comicvine.gamespot.com/the-invincible-iron-man-502-the-god-number/4000-266009/
The Amazing Spider-Man;2011-04-16;262872;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-654-1-flashpoint/4000-262872/
The Amazing Spider-Man;2011-04-02;259998;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-653-revenge-of-the-spider-s/4000-259998/
Ultimate Doom;2011-04-01;263758;Doctor Octopus;http://comicvine.gamespot.com/ultimate-doom-3-part-3/4000-263758/
Invincible Iron Man;2011-04-01;263743;Doctor Octopus;http://comicvine.gamespot.com/the-invincible-iron-man-501-fix-me/4000-263743/
Strange Tales II;2011-03-30;270058;Doctor Octopus;http://comicvine.gamespot.com/strange-tales-ii-1-strange-tales-ii/4000-270058/
Marvel Masterworks: The Amazing Spider-Man;2011-03-02;264614;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-the-amazing-spider-man-13-volum/4000-264614/
Ultimate Doom;2011-03-01;259131;Doctor Octopus;http://comicvine.gamespot.com/ultimate-doom-2-part-2/4000-259131/
Amazing Spider-Man: Big Time;2011-02-28;263342;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-big-time-1-hctpb/4000-263342/
Avengers and the Infinity Gauntlet;2011-02-16;267234;Doctor Octopus;http://comicvine.gamespot.com/avengers-and-the-infinity-gauntlet-1-avengers-and-/4000-267234/
Atlantis Attacks Omnibus;2011-02-09;266689;Doctor Octopus;http://comicvine.gamespot.com/atlantis-attacks-omnibus-1-atlantis-attacks-omnibu/4000-266689/
Ultimate Doom;2011-02-01;251086;Doctor Octopus;http://comicvine.gamespot.com/ultimate-doom-1-part-1/4000-251086/
The Amazing Spider-Man: The Complete Clone Saga Epic;2011-01-31;260054;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-the-complete-clone-saga-epi/4000-260054/
I am An Avenger;2011-01-31;242908;Doctor Octopus;http://comicvine.gamespot.com/i-am-an-avenger-3-like-a-streak-of-light-closure-p/4000-242908/
What If? Classic;2011-01-26;261667;Doctor Octopus;http://comicvine.gamespot.com/what-if-classic-7-volume-7/4000-261667/
Marvel Adventures Spider-Man: Spectacular;2011-01-26;261471;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-spectacular-1-marvel-/4000-261471/
Amazing Spider-Man: Origin of the Species;2011-01-05;258519;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-origin-of-the-species-1-amazing/4000-258519/
The Amazing Spider-Man;2011-01-01;242262;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-648-big-time/4000-242262/
Spider-Man: Black Cat;2010-12-31;256145;Doctor Octopus;http://comicvine.gamespot.com/spider-man-black-cat-1-tpb/4000-256145/
X-Force: Cable and the New Mutants;2010-12-29;256148;Doctor Octopus;http://comicvine.gamespot.com/x-force-cable-and-the-new-mutants-1-x-force-cable-/4000-256148/
Civil War: The Underside;2010-12-29;255965;Doctor Octopus;http://comicvine.gamespot.com/civil-war-the-underside-1-civil-war-the-underside/4000-255965/
The Amazing Spider-Man;2010-12-27;239885;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-646-origin-of-the-species-p/4000-239885/
The Amazing Spider-Man;2010-12-13;238243;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-645-origin-of-the-species-p/4000-238243/
The Amazing Spider-Man: The Complete Clone Saga Epic;2010-11-30;246605;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-the-complete-clone-saga-epi/4000-246605/
Daredevil by Bendis and Maleev Ultimate Collection;2010-11-17;246609;Doctor Octopus;http://comicvine.gamespot.com/daredevil-by-bendis-and-maleev-ultimate-collection/4000-246609/
Amazing Spider-Man: One Moment in Time;2010-11-10;244845;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-one-moment-in-time-1-amazing-sp/4000-244845/
The Amazing Spider-Man by JMS Ultimate Collection;2010-11-10;244450;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-by-jms-ultimate-collection-/4000-244450/
The Amazing Spider-Man;2010-11-01;236285;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-644-origin-of-the-species-p/4000-236285/
Marvel Adventures Spider-Man;2010-11-01;235694;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-6/4000-235694/
Avengers and the Infinity Gauntlet;2010-11-01;234876;Doctor Octopus;http://comicvine.gamespot.com/avengers-and-the-infinity-gauntlet-2/4000-234876/
Web of Spider-Man;2010-11-01;234856;Doctor Octopus;http://comicvine.gamespot.com/web-of-spider-man-12-the-ex-terminators-part-2-arm/4000-234856/
The Amazing Spider-Man;2010-11-01;234676;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-643-origin-of-the-species-p/4000-234676/
The Amazing Spider-Man;2010-11-01;233867;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-642-origin-of-the-species-p/4000-233867/
Peter Parker;2010-10-27;241158;Doctor Octopus;http://comicvine.gamespot.com/peter-parker-1-peter-parker/4000-241158/
Spider-Man Saga;2010-10-27;239857;Doctor Octopus;http://comicvine.gamespot.com/spider-man-saga-1-spider-man-saga/4000-239857/
Amazing Spider-Man: Grim Hunt;2010-10-20;240122;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-grim-hunt-1-amazing-spider-man-/4000-240122/
Marvel Universe vs. The Punisher;2010-10-06;227821;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-vs-the-punisher-1-part-1-last-gun-/4000-227821/
The Amazing Spider-Man;2010-10-01;230259;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-640-one-moment-in-time-chap/4000-230259/
The Amazing Spider-Man: The Complete Clone Saga Epic;2010-09-30;232983;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-the-complete-clone-saga-epi/4000-232983/
Civil War: Avengers;2010-09-22;237421;Doctor Octopus;http://comicvine.gamespot.com/civil-war-avengers-1-civil-war-avengers/4000-237421/
Marvel Masterworks: The Amazing Spider-Man;2010-09-15;264613;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-the-amazing-spider-man-12-volum/4000-264613/
Exiles Ultimate Collection;2010-09-01;235152;Doctor Octopus;http://comicvine.gamespot.com/exiles-ultimate-collection-5-book-5/4000-235152/
The Amazing Spider-Man;2010-09-01;227715;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-639-one-moment-in-time-chap/4000-227715/
The Amazing Spider-Man;2010-09-01;225675;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-638-one-moment-in-time-chap/4000-225675/
The Amazing Spider-Man;2010-09-01;224565;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-637-the-grim-hunt-conclusio/4000-224565/
Amazing Spider-Man Presents: Black Cat;2010-08-01;219565;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-presents-black-cat-1-the-trophy/4000-219565/
Spider-Man Noir: Eyes Without A Face;2010-06-30;222750;Doctor Octopus;http://comicvine.gamespot.com/spider-man-noir-eyes-without-a-face-1-hctpb/4000-222750/
Spider-Man & the Secret Wars;2010-06-23;222978;Doctor Octopus;http://comicvine.gamespot.com/spider-man-and-the-secret-wars-1-tpb/4000-222978/
Peter Parker;2010-06-01;211117;Doctor Octopus;http://comicvine.gamespot.com/peter-parker-2-spider-girls-gone-wild-part-two/4000-211117/
Spider-Man: The Real Clone Saga;2010-05-31;222241;Doctor Octopus;http://comicvine.gamespot.com/spider-man-the-real-clone-saga-1-hctpb/4000-222241/
Marvel 1602: Spider-Man;2010-05-31;216448;Doctor Octopus;http://comicvine.gamespot.com/marvel-1602-spider-man-1-hc-tpb/4000-216448/
Spider-Man Noir: Eyes Without A Face;2010-05-31;199168;Doctor Octopus;http://comicvine.gamespot.com/spider-man-noir-eyes-without-a-face-4-part-4-endle/4000-199168/
The Amazing Spider-Man: The Complete Clone Saga Epic;2010-05-26;216449;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-the-complete-clone-saga-epi/4000-216449/
Spider-Man: Grim Hunt - The Kraven Saga;2010-05-14;212305;Doctor Octopus;http://comicvine.gamespot.com/spider-man-grim-hunt-the-kraven-saga-1-spider-man-/4000-212305/
Spider-Man & The Secret Wars;2010-05-01;201338;Doctor Octopus;http://comicvine.gamespot.com/spider-man-the-secret-wars-4-the-secret-wars-part-/4000-201338/
What If? Secret Invasion;2010-04-30;216431;Doctor Octopus;http://comicvine.gamespot.com/what-if-secret-invasion-1-tpb/4000-216431/
Spider-Man Noir: Eyes Without A Face;2010-04-30;195408;Doctor Octopus;http://comicvine.gamespot.com/spider-man-noir-eyes-without-a-face-3-part-3-blues/4000-195408/
Spider-Man 1602;2010-04-01;197798;Doctor Octopus;http://comicvine.gamespot.com/spider-man-1602-5-the-web-complete-chapter-5/4000-197798/
The Amazing Spider-Man: The Complete Clone Saga Epic;2010-03-31;209111;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-the-complete-clone-saga-epi/4000-209111/
Spider-Man Noir: Eyes Without A Face;2010-03-31;191659;Doctor Octopus;http://comicvine.gamespot.com/spider-man-noir-eyes-without-a-face-2-part-2-night/4000-191659/
Spider-Man 1602;2010-03-01;194241;Doctor Octopus;http://comicvine.gamespot.com/spider-man-1602-4-the-web-complete-chapter-4/4000-194241/
The Amazing Spider-Man;2010-03-01;193352;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-618-mysterioso-part-1-un-mu/4000-193352/
Spider-Man Noir: Eyes Without A Face;2010-02-28;186110;Doctor Octopus;http://comicvine.gamespot.com/spider-man-noir-eyes-without-a-face-1-part-1-aroun/4000-186110/
What If? Spider-Man House of M;2010-02-01;189584;Doctor Octopus;http://comicvine.gamespot.com/what-if-spider-man-house-of-m-1-gwen-stacy-survive/4000-189584/
Spider-Man 1602;2010-02-01;189470;Doctor Octopus;http://comicvine.gamespot.com/spider-man-1602-3-the-web-complete-chapter-3/4000-189470/
Spider-Man: The Clone Saga;2010-02-01;188266;Doctor Octopus;http://comicvine.gamespot.com/spider-man-the-clone-saga-4-the-clone-saga-part-fo/4000-188266/
Spider-Man & The Secret Wars;2010-02-01;186692;Doctor Octopus;http://comicvine.gamespot.com/spider-man-the-secret-wars-1-the-secret-wars-part-/4000-186692/
Ultimate Spider-Man: Ultimatum;2010-01-31;237657;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-ultimatum-1-volume-22/4000-237657/
Spider-Man: Election Day;2010-01-13;199163;Doctor Octopus;http://comicvine.gamespot.com/spider-man-election-day-1-spider-man-election-day/4000-199163/
Daredevil Omnibus by Brian Michael Bendis and Alex Maleev;2010-01-06;294025;Doctor Octopus;http://comicvine.gamespot.com/daredevil-omnibus-by-brian-michael-bendis-and-alex/4000-294025/
Civil War: Spider-Man;2010-01-01;248409;Doctor Octopus;http://comicvine.gamespot.com/civil-war-spider-man-1-civil-war-spider-man/4000-248409/
Marvel Adventures Spider-Man: Thwip!;2010-01-01;189773;Doctor Octopus;http://comicvine.gamespot.com/marvel-adventures-spider-man-thwip-1-thwip/4000-189773/
Marvel Zombies Return;2009-12-31;212701;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-return-1-hc-tpb/4000-212701/
Exiles Ultimate Collection;2009-12-30;190476;Doctor Octopus;http://comicvine.gamespot.com/exiles-ultimate-collection-3-book-3/4000-190476/
X-Men/Spider-Man;2009-12-09;192871;Doctor Octopus;http://comicvine.gamespot.com/x-menspider-man-1-x-menspider-man/4000-192871/
Spider-Man 1602;2009-12-01;175654;Doctor Octopus;http://comicvine.gamespot.com/spider-man-1602-1-the-web-complete-chapter-1/4000-175654/
Marvel Zombies Return;2009-11-30;169517;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-return-1-with-great-hunger-there-mu/4000-169517/
The Amazing Spider-Man by JMS Ultimate Collection;2009-11-11;244343;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-by-jms-ultimate-collection-/4000-244343/
Spider-Man: Died In Your Arms Tonight;2009-11-11;204291;Doctor Octopus;http://comicvine.gamespot.com/spider-man-died-in-your-arms-tonight-1-spider-man-/4000-204291/
Astonishing X-Men/Amazing Spider-Man: The Gauntlet Sketchbook;2009-11-01;172577;Doctor Octopus;http://comicvine.gamespot.com/astonishing-x-menamazing-spider-man-the-gauntlet-s/4000-172577/
Ultimatum: Requiem;2009-10-31;194953;Doctor Octopus;http://comicvine.gamespot.com/ultimatum-requiem-1-hctpb/4000-194953/
Official Index to the Marvel Universe;2009-10-07;175475;Doctor Octopus;http://comicvine.gamespot.com/official-index-to-the-marvel-universe-10-volume-te/4000-175475/
The Amazing Spider-Man;2009-10-01;166136;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-601-red-headed-stranger-par/4000-166136/
Guiding Light;2009-09-16;224974;Doctor Octopus;http://comicvine.gamespot.com/guiding-light-1/4000-224974/
